Watch_Time_Hours,User_Rating,Subscription_Type
290.44,3,Basic
290.46,3,Standard
290.47,3,Premium
290.49,3,Basic
290.49,3,Standard
290.5,3,Basic
290.54,3,Basic
290.55,3,Basic
290.6,3,Basic
290.63,3,Premium
290.66,3,Standard
290.72,3,Basic
290.75,3,Basic
290.77,3,Basic
290.79,3,Standard
290.86,3,Premium
290.88,3,Basic
290.94,3,Basic
291,3,Basic
291.03,3,Basic
291.04,3,Basic
291.13,3,Standard
291.18,3,Basic
291.19,3,Standard
291.21,3,Standard
291.24,3,Premium
291.28,3,Standard
291.3,3,Standard
291.33,3,Premium
291.35,3,Basic
291.45,3,Standard
291.54,3,Standard
291.58,3,Standard
291.59,3,Basic
291.61,3,Premium
291.64,3,Premium
291.67,3,Standard
291.7,3,Premium
291.72,3,Premium
291.75,3,Standard
291.81,3,Basic
291.91,3,Premium
291.97,3,Standard
291.99,3,Premium
292,3,Standard
292.06,3,Standard
292.14,3,Premium
292.15,3,Premium
292.18,3,Standard
292.2,3,Standard
292.22,3,Basic
292.24,3,Basic
292.25,3,Standard
292.28,3,Standard
292.32,3,Standard
292.34,3,Basic
292.35,3,Standard
292.36,3,Basic
292.41,3,Premium
292.41,3,Standard
292.43,3,Premium
292.44,3,Standard
292.46,3,Premium
292.48,3,Standard
292.51,3,Standard
292.53,3,Basic
292.61,3,Standard
292.62,3,Standard
292.7,3,Basic
292.7,3,Premium
292.76,3,Premium
292.81,3,Premium
292.9,3,Basic
292.95,3,Premium
292.98,3,Basic
292.98,3,Standard
293,3,Premium
293.05,3,Basic
293.11,3,Premium
293.11,3,Standard
293.12,3,Basic
293.16,3,Premium
293.23,3,Premium
293.25,3,Premium
293.27,3,Basic
293.42,3,Premium
293.43,3,Premium
293.45,3,Premium
293.57,3,Standard
293.68,3,Basic
293.74,3,Premium
293.74,3,Standard
293.77,3,Basic
293.81,3,Premium
293.82,3,Standard
293.83,3,Basic
293.84,3,Premium
293.85,3,Premium
293.87,3,Premium
293.92,3,Standard
293.96,3,Standard
293.97,3,Premium
293.97,3,Standard
293.99,3,Standard
294.02,3,Premium
294.13,3,Premium
294.19,3,Premium
294.23,3,Basic
294.25,3,Basic
294.29,3,Standard
294.33,3,Premium
294.35,3,Premium
294.37,3,Basic
294.43,3,Premium
294.51,3,Basic
294.51,3,Standard
294.66,3,Premium
294.73,3,Premium
294.75,3,Standard
294.78,3,Basic
294.84,3,Basic
294.9,3,Standard
294.97,3,Premium
295.04,3,Premium
295.06,3,Standard
295.1,3,Premium
295.14,3,Basic
295.28,3,Premium
295.32,3,Premium
295.34,3,Premium
295.35,3,Premium
295.36,3,Premium
295.39,3,Basic
295.65,3,Premium
295.69,3,Standard
295.74,3,Basic
295.79,3,Premium
295.89,3,Basic
295.9,3,Premium
295.91,3,Basic
295.93,3,Premium
296.01,3,Premium
296.06,3,Basic
296.07,3,Premium
296.08,3,Basic
296.09,3,Premium
296.12,3,Standard
296.13,3,Premium
296.19,3,Basic
296.22,3,Premium
296.26,3,Standard
296.28,3,Basic
296.28,3,Premium
296.33,3,Basic
296.41,3,Premium
296.43,3,Basic
296.43,3,Premium
296.48,3,Standard
296.54,3,Premium
296.64,3,Standard
296.71,3,Standard
296.72,3,Standard
296.79,3,Basic
296.81,3,Standard
296.84,3,Premium
296.84,3,Standard
296.85,3,Basic
296.91,3,Standard
296.93,3,Premium
296.99,3,Standard
297.13,3,Basic
297.13,3,Premium
297.13,3,Standard
297.17,3,Basic
297.18,3,Standard
297.22,3,Premium
297.25,3,Standard
297.29,3,Premium
297.33,3,Premium
297.48,3,Basic
297.5,3,Basic
297.55,3,Basic
297.61,3,Basic
297.61,3,Standard
297.65,3,Premium
297.7,3,Premium
297.72,3,Basic
297.76,3,Basic
297.83,3,Basic
297.84,3,Basic
297.85,3,Premium
297.89,3,Standard
297.9,3,Basic
298,3,Standard
298.01,3,Premium
298.04,3,Basic
298.06,3,Standard
298.09,3,Standard
298.1,3,Premium
298.11,3,Premium
298.28,3,Basic
298.3,3,Standard
298.33,3,Premium
298.34,3,Premium
298.37,3,Standard
298.43,3,Premium
298.46,3,Premium
298.48,3,Basic
298.5,3,Premium
298.52,3,Premium
298.53,3,Premium
298.59,3,Standard
298.63,3,Basic
298.76,3,Premium
298.84,3,Basic
298.86,3,Basic
298.98,3,Standard
299.11,3,Standard
299.12,3,Standard
299.13,3,Standard
299.15,3,Basic
299.22,3,Premium
299.25,3,Standard
299.27,3,Standard
299.37,3,Standard
299.43,3,Standard
299.44,3,Premium
299.5,3,Premium
299.51,3,Basic
299.59,3,Basic
299.63,3,Standard
299.64,3,Basic
299.7,3,Premium
299.71,3,Premium
299.75,3,Basic
299.75,3,Standard
299.76,3,Premium
299.8,3,Basic
299.89,3,Basic
299.91,3,Basic
299.92,3,Standard
299.98,3,Standard
299.99,3,Premium
300,3,Standard
300.1,4,Standard
300.19,4,Standard
300.24,4,Standard
300.31,4,Premium
300.32,4,Basic
300.38,4,Standard
300.45,4,Standard
300.48,4,Standard
300.49,4,Standard
300.55,4,Basic
300.55,4,Premium
300.64,4,Basic
300.64,4,Premium
300.69,4,Premium
300.69,4,Standard
300.71,4,Basic
300.72,4,Basic
300.79,4,Standard
300.82,4,Standard
300.89,4,Basic
300.93,4,Basic
301,4,Premium
301.01,4,Basic
301.11,4,Basic
301.17,4,Basic
301.21,4,Premium
301.22,4,Basic
301.25,4,Basic
301.4,4,Basic
301.43,4,Standard
301.45,4,Standard
301.51,4,Premium
301.52,4,Basic
301.53,4,Premium
301.54,4,Basic
301.56,4,Premium
301.61,4,Premium
301.69,4,Premium
301.75,4,Basic
301.75,4,Standard
301.76,4,Premium
301.78,4,Basic
301.83,4,Standard
301.84,4,Premium
301.93,4,Premium
301.93,4,Standard
301.95,4,Premium
301.98,4,Basic
301.99,4,Basic
302.05,4,Basic
302.07,4,Premium
302.18,4,Basic
302.2,4,Standard
302.22,4,Basic
302.35,4,Basic
302.35,4,Standard
302.39,4,Standard
302.42,4,Premium
302.44,4,Standard
302.47,4,Premium
302.5,4,Standard
302.51,4,Standard
302.55,4,Basic
302.56,4,Basic
302.58,4,Basic
302.63,4,Standard
302.71,4,Basic
302.71,4,Premium
302.8,4,Premium
302.93,4,Basic
303.03,4,Standard
303.04,4,Premium
303.09,4,Premium
303.27,4,Standard
303.3,4,Basic
303.35,4,Basic
303.37,4,Basic
303.37,4,Standard
303.44,4,Standard
303.47,4,Standard
303.48,4,Premium
303.55,4,Premium
303.62,4,Premium
303.69,4,Basic
303.72,4,Standard
303.81,4,Basic
303.89,4,Premium
303.9,4,Standard
303.94,4,Premium
304.03,4,Premium
304.06,4,Premium
304.13,4,Premium
304.15,4,Basic
304.16,4,Basic
304.17,4,Standard
304.18,4,Standard
304.19,4,Basic
304.2,4,Premium
304.23,4,Basic
304.23,4,Premium
304.26,4,Basic
304.29,4,Premium
304.39,4,Standard
304.43,4,Standard
304.44,4,Premium
304.54,4,Premium
304.56,4,Premium
304.56,4,Standard
304.57,4,Premium
304.61,4,Standard
304.67,4,Basic
304.74,4,Premium
304.78,4,Premium
304.79,4,Premium
304.86,4,Premium
304.89,4,Basic
304.94,4,Premium
304.95,4,Premium
304.98,4,Premium
304.99,4,Standard
305,4,Standard
305.02,4,Basic
305.02,4,Premium
305.06,4,Basic
305.08,4,Premium
305.12,4,Premium
305.13,4,Standard
305.14,4,Basic
305.24,4,Premium
305.27,4,Basic
305.27,4,Standard
305.3,4,Basic
305.31,4,Premium
305.31,4,Standard
305.34,4,Basic
305.35,4,Standard
305.37,4,Standard
305.5,4,Standard
305.53,4,Basic
305.55,4,Premium
305.58,4,Premium
305.64,4,Basic
305.7,4,Basic
305.79,4,Basic
305.89,4,Standard
305.92,4,Premium
306.01,4,Basic
306.01,4,Premium
306.07,4,Premium
306.11,4,Basic
306.12,4,Standard
306.15,4,Standard
306.23,4,Premium
306.29,4,Basic
306.35,4,Basic
306.36,4,Premium
306.38,4,Standard
306.43,4,Standard
306.48,4,Standard
306.52,4,Basic
306.58,4,Basic
306.63,4,Standard
306.65,4,Standard
306.7,4,Premium
306.78,4,Basic
306.79,4,Premium
306.82,4,Basic
306.93,4,Standard
307,4,Premium
307.05,4,Premium
307.06,4,Basic
307.13,4,Basic
307.16,4,Premium
307.16,4,Standard
307.18,4,Premium
307.22,4,Standard
307.23,4,Standard
307.24,4,Standard
307.25,4,Basic
307.25,4,Premium
307.26,4,Basic
307.26,4,Standard
307.31,4,Standard
307.34,4,Premium
307.43,4,Premium
307.44,4,Premium
307.47,4,Standard
307.57,4,Premium
307.67,4,Standard
307.72,4,Premium
307.77,4,Premium
307.85,4,Basic
307.85,4,Standard
307.87,4,Standard
307.94,4,Basic
307.98,4,Premium
308.02,4,Standard
308.04,4,Premium
308.18,4,Basic
308.21,4,Premium
308.24,4,Basic
308.27,4,Basic
308.33,4,Standard
308.34,4,Premium
308.36,4,Standard
308.4,4,Basic
308.4,4,Standard
308.43,4,Basic
308.46,4,Premium
308.47,4,Premium
308.5,4,Basic
308.51,4,Standard
308.52,4,Premium
308.53,4,Standard
308.54,4,Basic
308.56,4,Basic
308.57,4,Premium
308.6,4,Standard
308.62,4,Premium
308.63,4,Standard
308.67,4,Basic
308.72,4,Premium
308.73,4,Basic
308.79,4,Standard
308.8,4,Premium
309.04,4,Basic
309.06,4,Premium
309.21,4,Standard
309.23,4,Premium
309.31,4,Standard
309.32,4,Premium
309.33,4,Premium
309.34,4,Premium
309.36,4,Basic
309.37,4,Standard
309.48,4,Premium
309.49,4,Premium
309.56,4,Basic
309.58,4,Basic
309.6,4,Premium
309.6,4,Standard
309.64,4,Standard
309.66,4,Standard
309.71,4,Premium
309.79,4,Premium
309.81,4,Basic
309.83,4,Premium
309.85,4,Standard
309.86,4,Premium
309.91,4,Basic
309.99,4,Premium
310.01,4,Standard
310.08,4,Premium
310.08,4,Standard
310.09,4,Basic
310.12,4,Basic
310.16,4,Standard
310.17,4,Standard
310.27,4,Standard
310.28,4,Standard
310.33,4,Standard
310.37,4,Basic
310.43,4,Standard
310.48,4,Basic
310.62,4,Basic
310.63,4,Basic
310.66,4,Standard
310.79,4,Basic
310.81,4,Standard
310.82,4,Basic
310.92,4,Basic
310.93,4,Premium
310.95,4,Basic
310.95,4,Standard
311.02,4,Basic
311.05,4,Standard
311.27,4,Standard
311.33,4,Basic
311.37,4,Basic
311.49,4,Basic
311.5,4,Basic
311.54,4,Standard
311.56,4,Standard
311.62,4,Standard
311.69,4,Basic
311.73,4,Basic
311.75,4,Standard
311.83,4,Standard
311.9,4,Standard
311.93,4,Standard
311.97,4,Premium
312.05,4,Standard
312.06,4,Basic
312.06,4,Standard
312.07,4,Standard
312.08,4,Premium
312.12,4,Standard
312.14,4,Basic
312.15,4,Standard
312.26,4,Basic
312.3,4,Basic
312.41,4,Basic
312.49,4,Basic
312.54,4,Basic
312.56,4,Premium
312.63,4,Standard
312.69,4,Basic
312.69,4,Premium
312.69,4,Standard
312.74,4,Standard
312.75,4,Basic
312.82,4,Basic
312.84,4,Premium
312.97,4,Standard
313.04,4,Basic
313.06,4,Standard
313.14,4,Basic
313.16,4,Basic
313.17,4,Premium
313.19,4,Basic
313.19,4,Standard
313.22,4,Standard
313.24,4,Basic
313.38,4,Standard
313.39,4,Basic
313.4,4,Standard
313.41,4,Basic
313.5,4,Basic
313.55,4,Basic
313.58,4,Standard
313.63,4,Standard
313.66,4,Premium
313.67,4,Premium
313.83,4,Standard
313.91,4,Basic
313.96,4,Standard
313.99,4,Premium
314.03,4,Basic
314.04,4,Premium
314.23,4,Premium
314.33,4,Premium
314.38,4,Basic
314.44,4,Premium
314.55,4,Standard
314.58,4,Basic
314.58,4,Premium
314.6,4,Premium
314.66,4,Premium
314.7,4,Premium
314.73,4,Basic
314.78,4,Basic
314.8,4,Standard
314.82,4,Premium
314.83,4,Standard
314.84,4,Standard
314.86,4,Basic
314.87,4,Standard
314.92,4,Basic
314.93,4,Basic
315,4,Standard
315.02,4,Premium
315.12,4,Premium
315.12,4,Standard
315.2,4,Premium
315.2,4,Standard
315.22,4,Standard
315.23,4,Standard
315.27,4,Basic
315.3,4,Basic
315.37,4,Basic
315.38,4,Basic
315.45,4,Premium
315.45,4,Standard
315.47,4,Basic
315.47,4,Standard
315.48,4,Standard
315.55,4,Basic
315.59,4,Basic
315.63,4,Standard
315.64,4,Basic
315.64,4,Standard
315.8,4,Standard
315.84,4,Premium
315.85,4,Basic
315.9,4,Premium
315.93,4,Standard
315.96,4,Basic
315.96,4,Standard
316,4,Standard
316.06,4,Basic
316.11,4,Basic
316.12,4,Premium
316.21,4,Basic
316.23,4,Premium
316.36,4,Basic
316.41,4,Premium
316.48,4,Standard
316.49,4,Premium
316.5,4,Basic
316.58,4,Premium
316.64,4,Premium
316.66,4,Standard
316.67,4,Basic
316.69,4,Basic
316.73,4,Premium
316.79,4,Standard
316.82,4,Basic
316.82,4,Standard
316.84,4,Basic
316.85,4,Standard
316.91,4,Premium
316.95,4,Standard
316.96,4,Basic
317.05,4,Premium
317.09,4,Basic
317.11,4,Basic
317.11,4,Standard
317.2,4,Standard
317.22,4,Premium
317.24,4,Basic
317.27,4,Basic
317.27,4,Premium
317.29,4,Basic
317.29,4,Standard
317.3,4,Standard
317.35,4,Standard
317.52,4,Basic
317.59,4,Standard
317.61,4,Premium
317.62,4,Premium
317.68,4,Standard
317.71,4,Standard
317.76,4,Basic
317.79,4,Basic
317.8,4,Basic
317.82,4,Standard
317.87,4,Standard
317.88,4,Standard
317.94,4,Premium
317.96,4,Premium
317.96,4,Standard
317.98,4,Standard
318.05,4,Premium
318.07,4,Basic
318.09,4,Standard
318.15,4,Premium
318.16,4,Basic
318.19,4,Standard
318.23,4,Premium
318.24,4,Basic
318.41,4,Premium
318.46,4,Basic
318.55,4,Premium
318.57,4,Premium
318.6,4,Basic
318.66,4,Basic
318.7,4,Basic
318.74,4,Premium
318.86,4,Basic
318.96,4,Premium
318.97,4,Basic
319.04,4,Basic
319.08,4,Premium
319.08,4,Standard
319.11,4,Standard
319.16,4,Standard
319.17,4,Standard
319.18,4,Standard
319.2,4,Premium
319.23,4,Basic
319.28,4,Basic
319.31,4,Basic
319.44,4,Premium
319.48,4,Standard
319.53,4,Standard
319.63,4,Premium
319.63,4,Standard
319.66,4,Standard
319.77,4,Basic
319.94,4,Standard
319.97,4,Basic
319.97,4,Premium
320.04,4,Premium
320.11,4,Basic
320.11,4,Premium
320.13,4,Basic
320.14,4,Premium
320.21,4,Basic
320.28,4,Standard
320.32,4,Premium
320.34,4,Standard
320.38,4,Premium
320.41,4,Standard
320.49,4,Standard
320.58,4,Basic
320.62,4,Basic
320.71,4,Basic
320.71,4,Premium
320.79,4,Basic
320.9,4,Standard
320.95,4,Basic
320.97,4,Standard
320.98,4,Standard
321.05,4,Standard
321.06,4,Premium
321.07,4,Premium
321.09,4,Standard
321.2,4,Premium
321.21,4,Premium
321.35,4,Premium
321.41,4,Basic
321.42,4,Premium
321.43,4,Premium
321.44,4,Premium
321.53,4,Premium
321.56,4,Standard
321.6,4,Basic
321.65,4,Basic
321.67,4,Basic
321.68,4,Basic
321.7,4,Premium
321.75,4,Premium
321.79,4,Premium
321.83,4,Premium
321.84,4,Basic
321.86,4,Basic
321.93,4,Premium
322.02,4,Basic
322.04,4,Premium
322.07,4,Standard
322.1,4,Standard
322.12,4,Premium
322.13,4,Premium
322.25,4,Premium
322.26,4,Standard
322.32,4,Standard
322.52,4,Premium
322.54,4,Basic
322.55,4,Standard
322.59,4,Standard
322.62,4,Premium
322.65,4,Standard
322.82,4,Premium
322.85,4,Premium
322.89,4,Basic
322.9,4,Standard
323.01,4,Basic
323.02,4,Standard
323.11,4,Standard
323.18,4,Premium
323.29,4,Premium
323.3,4,Basic
323.3,4,Standard
323.31,4,Standard
323.34,4,Basic
323.36,4,Basic
323.36,4,Standard
323.37,4,Standard
323.48,4,Basic
323.54,4,Standard
323.58,4,Premium
323.63,4,Basic
323.64,4,Basic
323.64,4,Standard
323.67,4,Premium
323.68,4,Basic
323.71,4,Premium
323.72,4,Basic
323.75,4,Standard
323.77,4,Premium
323.78,4,Premium
323.83,4,Basic
323.85,4,Basic
323.87,4,Basic
323.89,4,Basic
323.91,4,Premium
323.93,4,Premium
323.94,4,Basic
323.95,4,Standard
323.96,4,Basic
323.97,4,Premium
324.01,4,Basic
324.01,4,Standard
324.09,4,Standard
324.12,4,Premium
324.13,4,Basic
324.17,4,Premium
324.19,4,Standard
324.25,4,Standard
324.26,4,Basic
324.39,4,Basic
324.39,4,Premium
324.5,4,Premium
324.66,4,Basic
324.69,4,Standard
324.7,4,Premium
324.72,4,Standard
324.74,4,Basic
324.79,4,Standard
324.8,4,Premium
324.86,4,Premium
324.87,4,Standard
324.88,4,Basic
324.98,4,Standard
325.03,4,Standard
325.09,4,Standard
325.1,4,Premium
325.12,4,Standard
325.29,4,Basic
325.3,4,Premium
325.31,4,Standard
325.34,4,Basic
325.35,4,Standard
325.36,4,Premium
325.41,4,Standard
325.42,4,Premium
325.45,4,Basic
325.57,4,Premium
325.68,4,Standard
325.83,4,Basic
325.9,4,Basic
325.94,4,Standard
325.95,4,Premium
325.98,4,Basic
326.03,4,Premium
326.09,4,Basic
326.09,4,Premium
326.2,4,Standard
326.22,4,Premium
326.27,4,Premium
326.32,4,Standard
326.33,4,Standard
326.38,4,Premium
326.4,4,Standard
326.44,4,Standard
326.45,4,Standard
326.46,4,Premium
326.48,4,Standard
326.57,4,Premium
326.59,4,Basic
326.67,4,Standard
326.68,4,Standard
326.71,4,Standard
326.73,4,Standard
326.76,4,Premium
326.84,4,Standard
326.9,4,Premium
326.93,4,Basic
326.96,4,Standard
326.98,4,Standard
326.99,4,Standard
327.01,4,Standard
327.03,4,Premium
327.11,4,Standard
327.13,4,Basic
327.15,4,Premium
327.28,4,Premium
327.33,4,Basic
327.33,4,Premium
327.34,4,Basic
327.34,4,Standard
327.44,4,Premium
327.51,4,Standard
327.54,4,Basic
327.63,4,Basic
327.68,4,Premium
327.77,4,Standard
327.78,4,Premium
327.79,4,Basic
327.82,4,Premium
327.86,4,Premium
327.89,4,Basic
327.96,4,Premium
328.01,4,Premium
328.04,4,Standard
328.09,4,Standard
328.1,4,Standard
328.12,4,Basic
328.15,4,Premium
328.27,4,Premium
328.29,4,Premium
328.34,4,Basic
328.38,4,Standard
328.46,4,Premium
328.51,4,Basic
328.57,4,Basic
328.58,4,Standard
328.66,4,Premium
328.68,4,Standard
328.8,4,Premium
328.82,4,Basic
328.84,4,Basic
328.84,4,Premium
328.85,4,Basic
328.85,4,Standard
328.88,4,Premium
328.89,4,Basic
328.9,4,Standard
328.92,4,Standard
328.94,4,Basic
328.99,4,Standard
329.04,4,Standard
329.1,4,Standard
329.18,4,Basic
329.22,4,Premium
329.23,4,Premium
329.24,4,Premium
329.25,4,Basic
329.26,4,Premium
329.34,4,Premium
329.35,4,Standard
329.44,4,Basic
329.53,4,Premium
329.54,4,Basic
329.63,4,Premium
329.66,4,Premium
329.66,4,Standard
329.7,4,Premium
329.72,4,Basic
329.72,4,Standard
329.78,4,Premium
329.78,4,Standard
329.81,4,Basic
329.83,4,Basic
329.95,4,Basic
329.97,4,Standard
330.01,4,Standard
330.05,4,Standard
330.11,4,Standard
330.14,4,Standard
330.18,4,Standard
330.2,4,Standard
330.22,4,Premium
330.35,4,Premium
330.44,4,Premium
330.46,4,Premium
330.48,4,Premium
330.51,4,Standard
330.54,4,Premium
330.56,4,Standard
330.63,4,Standard
330.79,4,Premium
330.82,4,Standard
330.9,4,Standard
331.05,4,Premium
331.1,4,Standard
331.14,4,Basic
331.16,4,Basic
331.17,4,Basic
331.22,4,Basic
331.26,4,Basic
331.27,4,Premium
331.39,4,Premium
331.43,4,Basic
331.43,4,Standard
331.47,4,Standard
331.5,4,Premium
331.5,4,Standard
331.71,4,Basic
331.74,4,Premium
331.76,4,Standard
331.77,4,Basic
331.96,4,Premium
331.97,4,Premium
331.99,4,Basic
332.06,4,Premium
332.1,4,Basic
332.11,4,Basic
332.12,4,Basic
332.12,4,Premium
332.14,4,Standard
332.17,4,Premium
332.23,4,Standard
332.26,4,Basic
332.26,4,Standard
332.35,4,Basic
332.41,4,Standard
332.42,4,Premium
332.44,4,Standard
332.46,4,Basic
332.48,4,Standard
332.51,4,Basic
332.64,4,Standard
332.66,4,Premium
332.68,4,Standard
332.79,4,Standard
332.91,4,Basic
332.97,4,Basic
333.02,4,Basic
333.04,4,Standard
333.05,4,Basic
333.06,4,Premium
333.12,4,Premium
333.2,4,Basic
333.21,4,Premium
333.22,4,Premium
333.28,4,Premium
333.31,4,Premium
333.32,4,Premium
333.36,4,Basic
333.38,4,Basic
333.43,4,Premium
333.46,4,Premium
333.5,4,Premium
333.5,4,Standard
333.51,4,Basic
333.55,4,Basic
333.55,4,Premium
333.65,4,Basic
333.8,4,Standard
333.81,4,Basic
333.88,4,Basic
333.9,4,Basic
333.96,4,Basic
334.01,4,Premium
334.16,4,Standard
334.19,4,Premium
334.26,4,Standard
334.3,4,Standard
334.37,4,Basic
334.4,4,Standard
334.42,4,Premium
334.47,4,Premium
334.5,4,Basic
334.52,4,Basic
334.52,4,Standard
334.55,4,Basic
334.58,4,Basic
334.58,4,Standard
334.6,4,Standard
334.65,4,Basic
334.65,4,Premium
334.75,4,Standard
334.76,4,Standard
334.79,4,Basic
334.79,4,Premium
334.84,4,Standard
334.9,4,Premium
334.91,4,Standard
334.93,4,Standard
334.95,4,Basic
334.95,4,Premium
334.96,4,Basic
334.97,4,Basic
335.02,4,Premium
335.05,4,Basic
335.06,4,Standard
335.07,4,Premium
335.08,4,Basic
335.11,4,Premium
335.11,4,Standard
335.13,4,Standard
335.19,4,Basic
335.24,4,Basic
335.24,4,Standard
335.26,4,Basic
335.34,4,Standard
335.5,4,Standard
335.53,4,Premium
335.69,4,Standard
335.7,4,Basic
335.78,4,Standard
335.8,4,Basic
335.83,4,Premium
335.87,4,Basic
335.87,4,Standard
335.92,4,Basic
335.96,4,Premium
336.01,4,Standard
336.08,4,Basic
336.12,4,Standard
336.13,4,Premium
336.19,4,Standard
336.22,4,Premium
336.28,4,Premium
336.38,4,Standard
336.41,4,Standard
336.49,4,Premium
336.52,4,Premium
336.53,4,Premium
336.54,4,Basic
336.63,4,Standard
336.65,4,Premium
336.68,4,Basic
336.77,4,Basic
336.86,4,Standard
336.98,4,Standard
337.06,4,Premium
337.16,4,Premium
337.19,4,Premium
337.27,4,Premium
337.3,4,Standard
337.31,4,Premium
337.43,4,Premium
337.48,4,Premium
337.48,4,Standard
337.54,4,Basic
337.58,4,Premium
337.64,4,Premium
337.66,4,Basic
337.68,4,Premium
337.72,4,Basic
337.73,4,Basic
337.74,4,Basic
337.78,4,Premium
337.8,4,Basic
337.84,4,Basic
337.89,4,Basic
337.91,4,Basic
337.91,4,Premium
337.93,4,Standard
337.94,4,Standard
338.01,4,Basic
338.02,4,Basic
338.24,4,Basic
338.31,4,Standard
338.4,4,Standard
338.41,4,Standard
338.43,4,Standard
338.55,4,Premium
338.57,4,Standard
338.65,4,Premium
338.66,4,Premium
338.68,4,Basic
338.71,4,Premium
338.78,4,Standard
338.84,4,Basic
338.84,4,Standard
338.85,4,Basic
338.93,4,Standard
338.94,4,Standard
338.98,4,Premium
338.98,4,Standard
339.02,4,Standard
339.09,4,Standard
339.14,4,Premium
339.17,4,Standard
339.19,4,Basic
339.21,4,Premium
339.23,4,Basic
339.25,4,Basic
339.34,4,Basic
339.36,4,Standard
339.4,4,Basic
339.4,4,Premium
339.47,4,Standard
339.49,4,Standard
339.51,4,Basic
339.55,4,Basic
339.57,4,Basic
339.58,4,Standard
339.64,4,Standard
339.66,4,Standard
339.7,4,Basic
339.74,4,Standard
339.82,4,Basic
339.85,4,Basic
339.86,4,Premium
339.87,4,Premium
339.89,4,Standard
339.92,4,Standard
339.97,4,Basic
340.02,4,Basic
340.03,4,Basic
340.06,4,Standard
340.07,4,Premium
340.08,4,Standard
340.16,4,Basic
340.18,4,Basic
340.2,4,Premium
340.21,4,Standard
340.24,4,Standard
340.28,4,Standard
340.29,4,Premium
340.34,4,Premium
340.37,4,Premium
340.4,4,Basic
340.41,4,Basic
340.41,4,Standard
340.43,4,Standard
340.45,4,Premium
340.5,4,Basic
340.51,4,Basic
340.53,4,Basic
340.59,4,Basic
340.6,4,Premium
340.61,4,Standard
340.67,4,Basic
340.69,4,Basic
340.74,4,Basic
340.9,4,Premium
340.92,4,Premium
341.09,4,Premium
341.11,4,Premium
341.16,4,Standard
341.2,4,Premium
341.23,4,Premium
341.36,4,Premium
341.45,4,Premium
341.47,4,Premium
341.49,4,Premium
341.53,4,Premium
341.55,4,Premium
341.7,4,Basic
341.8,4,Basic
341.81,4,Basic
341.89,4,Standard
341.91,4,Basic
341.96,4,Premium
342,4,Basic
342.02,4,Standard
342.12,4,Standard
342.15,4,Basic
342.16,4,Premium
342.22,4,Basic
342.26,4,Basic
342.26,4,Premium
342.31,4,Standard
342.38,4,Standard
342.4,4,Basic
342.42,4,Premium
342.42,4,Standard
342.44,4,Basic
342.52,4,Standard
342.53,4,Standard
342.56,4,Basic
342.63,4,Basic
342.68,4,Premium
342.74,4,Basic
342.93,4,Premium
342.93,4,Standard
342.95,4,Basic
342.95,4,Premium
342.96,4,Premium
343.03,4,Premium
343.03,4,Standard
343.08,4,Premium
343.1,4,Premium
343.26,4,Basic
343.54,4,Standard
343.57,4,Premium
343.61,4,Standard
343.73,4,Basic
343.79,4,Basic
343.79,4,Premium
343.8,4,Basic
343.81,4,Premium
343.83,4,Standard
343.93,4,Premium
344.01,4,Standard
344.03,4,Standard
344.07,4,Basic
344.2,4,Basic
344.2,4,Standard
344.23,4,Premium
344.27,4,Premium
344.29,4,Standard
344.33,4,Standard
344.38,4,Basic
344.39,4,Premium
344.64,4,Basic
344.65,4,Basic
344.66,4,Basic
344.67,4,Basic
344.74,4,Basic
344.75,4,Premium
344.77,4,Basic
344.8,4,Basic
344.81,4,Standard
344.82,4,Standard
344.85,4,Basic
344.85,4,Standard
344.88,4,Standard
344.89,4,Premium
344.96,4,Premium
344.97,4,Standard
344.98,4,Premium
345.04,4,Premium
345.06,4,Premium
345.11,4,Premium
345.13,4,Basic
345.14,4,Standard
345.19,4,Basic
345.19,4,Premium
345.25,4,Basic
345.25,4,Premium
345.25,4,Standard
345.29,4,Premium
345.31,4,Basic
345.37,4,Basic
345.39,4,Premium
345.43,4,Premium
345.48,4,Standard
345.52,4,Standard
345.54,4,Basic
345.56,4,Standard
345.59,4,Premium
345.63,4,Basic
345.64,4,Standard
345.73,4,Standard
345.76,4,Standard
345.77,4,Standard
345.79,4,Basic
345.89,4,Premium
345.92,4,Premium
345.94,4,Premium
345.97,4,Basic
345.97,4,Premium
346.02,4,Basic
346.06,4,Premium
346.08,4,Basic
346.09,4,Premium
346.1,4,Standard
346.24,4,Standard
346.28,4,Standard
346.3,4,Premium
346.35,4,Basic
346.38,4,Basic
346.38,4,Premium
346.41,4,Basic
346.48,4,Basic
346.62,4,Basic
346.64,4,Standard
346.65,4,Basic
346.66,4,Premium
346.73,4,Standard
346.79,4,Standard
346.81,4,Basic
346.89,4,Standard
346.94,4,Basic
346.96,4,Standard
347.05,4,Basic
347.09,4,Standard
347.18,4,Premium
347.2,4,Premium
347.21,4,Basic
347.22,4,Standard
347.26,4,Premium
347.27,4,Premium
347.27,4,Standard
347.33,4,Standard
347.35,4,Standard
347.44,4,Premium
347.45,4,Premium
347.47,4,Standard
347.52,4,Standard
347.53,4,Basic
347.59,4,Premium
347.61,4,Premium
347.62,4,Premium
347.72,4,Standard
347.75,4,Premium
347.76,4,Standard
347.8,4,Premium
347.83,4,Premium
